car_name,Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Seating Capacity,Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters)
Ford Edge 2024 2.0T Trend,2.0,4,Front Wheel Drive,69.6,Petrol,250,373,Automatic,5 Seater,4.795,2.179,1.735,2.850,1111
